mes_id,aeropuerto_oaci,internacional_domestico,cnt_operaciones,categoria_operacion
201204.0,SCVM,D,827.0,ALTA
201204.0,SCVM,I,9.0,BAJA
201205.0,SCAP,D,2.0,BAJA
201205.0,SCAR,D,525.0,ALTA
201205.0,SCAR,I,96.0,BAJA
201205.0,SCAS,D,3.0,BAJA
202301.0,SCAT,D,860.0,ALTA
201205.0,SCBA,D,373.0,MEDIA
201205.0,SCBA,I,1.0,BAJA
201205.0,SCCC,D,8.0,BAJA
201205.0,SCCF,D,782.0,ALTA
201205.0,SCCF,I,7.0,BAJA
201205.0,SCCH,D,274.0,MEDIA
201205.0,SCCI,D,174.0,MEDIA
201205.0,SCCI,I,15.0,BAJA
201205.0,SCCY,D,121.0,MEDIA
201205.0,SCDA,D,174.0,MEDIA
201205.0,SCDA,I,87.0,BAJA
201205.0,SCEL,D,5662.0,MUY ALTA
201205.0,SCEL,I,4218.0,MUY ALTA
201205.0,SCES,D,102.0,MEDIA
201205.0,SCFA,D,1790.0,MUY ALTA
201205.0,SCFA,I,29.0,BAJA
201205.0,SCEL,D,162.0,MEDIA
201205.0,SCFT,D,4.0,BAJA
201205.0,SCGE,D,174.0,MEDIA
201205.0,SCGZ,D,56.0,BAJA
201205.0,SCGZ,I,8.0,BAJA
201205.0,SCHR,D,65.0,BAJA
201205.0,SCIC,D,160.0,MEDIA
201205.0,SCIE,D,1466.0,MUY ALTA
201205.0,SCIE,I,3.0,BAJA
201205.0,SCIP,D,53.0,BAJA
201205.0,SCIP,I,29.0,BAJA
201205.0,SCJO,D,210.0,MEDIA
201205.0,SCLC,D,472.0,MEDIA
202301.0,SCLL,D,77.0,BAJA
201205.0,SCMK,D,500.0,MEDIA
201205.0,SCNC,D,174.0,MEDIA
201205.0,SCNT,D,3.0,BAJA
201205.0,SCNT,I,1.0,BAJA
201205.0,SCON,D,116.0,MEDIA
201205.0,SCPF,D,1153.0,MUY ALTA
201205.0,SCRD,D,529.0,ALTA
201205.0,SCSE,D,174.0,MEDIA
201205.0,SCSE,I,14.0,BAJA
201205.0,SCSN,D,740.0,ALTA
201205.0,SCTB,D,2975.0,MUY ALTA
201205.0,SCTC,D,819.0,ALTA
201205.0,SCTE,D,989.0,ALTA
201205.0,SCTE,I,1.0,BAJA
202301.0,SCVD,D,160.0,MEDIA
201205.0,SCVM,D,663.0,ALTA
201205.0,SCVM,I,5.0,BAJA
202301.0,SCEL,D,439.0,MEDIA
201206.0,SCAR,I,89.0,BAJA
202301.0,SCAS,D,5.0,BAJA
201206.0,SCEL,D,884.0,ALTA
201206.0,SCBA,D,308.0,MEDIA
201206.0,SCEL,I,2.0,BAJA
201206.0,SCCC,D,2.0,BAJA
201206.0,SCCF,D,828.0,ALTA
201206.0,SCCF,I,6.0,BAJA
201206.0,SCCH,D,364.0,MEDIA
201206.0,SCCI,D,516.0,ALTA
201206.0,SCCI,I,19.0,BAJA
201206.0,SCCY,D,111.0,MEDIA
201206.0,SCDA,D,1272.0,MUY ALTA
201206.0,SCDA,I,84.0,BAJA
201206.0,SCEL,D,5484.0,MUY ALTA
201206.0,SCEL,I,4191.0,MUY ALTA
201206.0,SCES,D,128.0,MEDIA
201206.0,SCFA,D,1704.0,MUY ALTA
201206.0,SCFA,I,35.0,BAJA
201206.0,SCFM,D,171.0,MEDIA
201206.0,SCGE,D,108.0,MEDIA
201206.0,SCGZ,D,52.0,BAJA
201206.0,SCGZ,I,4.0,BAJA
201206.0,SCHR,D,63.0,BAJA
201206.0,SCIC,D,106.0,MEDIA
201206.0,SCIE,D,1453.0,MUY ALTA
201206.0,SCIE,I,174.0,MEDIA
201206.0,SCIP,D,44.0,BAJA
201206.0,SCIP,I,28.0,BAJA
201206.0,SCJO,D,244.0,MEDIA
201206.0,SCLC,D,613.0,ALTA
201206.0,SCLL,D,75.0,BAJA
201206.0,SCMK,D,174.0,MEDIA
202301.0,SCNC,D,166.0,MEDIA
201206.0,SCON,D,90.0,BAJA
201206.0,SCPF,D,1111.0,MUY ALTA
201206.0,SCRD,D,650.0,ALTA
201206.0,SCSE,D,174.0,MEDIA
201206.0,SCSE,I,13.0,BAJA
201206.0,SCSN,D,411.0,MEDIA
201206.0,SCTB,D,2981.0,MUY ALTA
201206.0,SCTC,D,653.0,ALTA
201206.0,SCTC,I,1.0,BAJA
201206.0,SCTE,D,957.0,ALTA
201206.0,SCTE,I,1.0,BAJA
201206.0,SCVD,D,124.0,MEDIA
201206.0,SCVM,D,630.0,ALTA
201206.0,SCVM,I,4.0,BAJA
201207.0,SCAR,D,497.0,MEDIA
201207.0,SCAR,I,92.0,BAJA
201207.0,SCAS,D,4.0,BAJA
202301.0,SCAT,D,876.0,ALTA
201207.0,SCBA,D,302.0,MEDIA
201207.0,SCCC,D,4.0,BAJA
201207.0,SCCF,D,174.0,MEDIA
201207.0,SCCF,I,2.0,BAJA
201207.0,SCCH,D,397.0,MEDIA
201207.0,SCCI,D,686.0,ALTA
201207.0,SCCI,I,30.0,BAJA
201207.0,SCCY,D,174.0,MEDIA
201207.0,SCDA,D,1539.0,MUY ALTA
201207.0,SCDA,I,78.0,BAJA
201207.0,SCEL,D,6063.0,MUY ALTA
202301.0,SCEL,I,4435.0,MUY ALTA
201207.0,SCES,D,113.0,MEDIA
201207.0,SCFA,D,1992.0,MUY ALTA
201207.0,SCFA,I,32.0,BAJA
201207.0,SCFM,D,179.0,MEDIA
201207.0,SCFT,D,2.0,BAJA
201207.0,SCGE,D,368.0,MEDIA
201207.0,SCGZ,D,68.0,BAJA
201207.0,SCGZ,D,14.0,BAJA
201207.0,SCHR,D,38.0,BAJA
201207.0,SCIC,D,144.0,MEDIA
201207.0,SCIE,D,1506.0,MUY ALTA
201207.0,SCIE,I,3.0,BAJA
201207.0,SCIP,D,69.0,BAJA
201207.0,SCIP,I,35.0,BAJA
201207.0,SCJO,D,440.0,MEDIA
201207.0,SCLC,D,801.0,ALTA
201207.0,SCLL,D,67.0,BAJA
201207.0,SCMK,D,482.0,MEDIA
201207.0,SCNC,D,166.0,MEDIA
201207.0,SCON,D,131.0,MEDIA
201207.0,SCPF,D,1315.0,MUY ALTA
202301.0,SCRD,D,1062.0,MUY ALTA
201207.0,SCSE,D,1240.0,MUY ALTA
201207.0,SCSE,D,13.0,BAJA
201207.0,SCSN,D,830.0,ALTA
201207.0,SCTB,D,3747.0,MUY ALTA
201207.0,SCTC,D,946.0,ALTA
201207.0,SCTE,D,1107.0,MUY ALTA
202301.0,SCTE,I,2.0,BAJA
201207.0,SCVD,D,110.0,MEDIA
201207.0,SCVM,D,798.0,ALTA
201207.0,SCVM,I,2.0,BAJA
201208.0,SCAR,D,474.0,MEDIA
201208.0,SCAR,I,103.0,MEDIA
201208.0,SCAS,D,17.0,BAJA
201208.0,SCAT,D,1015.0,MUY ALTA
201208.0,SCBA,D,332.0,MEDIA
201208.0,SCCF,D,957.0,ALTA
201208.0,SCCF,I,7.0,BAJA
201208.0,SCCH,D,279.0,MEDIA
202301.0,SCCI,D,642.0,ALTA
201208.0,SCEL,I,26.0,BAJA
201208.0,SCCY,D,206.0,MEDIA
201208.0,SCDA,D,1340.0,MUY ALTA
201208.0,SCDA,I,82.0,BAJA
201208.0,SCEL,D,6009.0,MUY ALTA
202301.0,SCEL,I,4397.0,MUY ALTA
202301.0,SCES,D,92.0,BAJA
201208.0,SCFA,D,1826.0,MUY ALTA
201208.0,SCFA,D,32.0,BAJA
201208.0,SCFM,D,180.0,MEDIA
201208.0,SCFT,D,2.0,BAJA
201208.0,SCGE,D,144.0,MEDIA
201208.0,SCEL,D,72.0,BAJA
201208.0,SCGZ,I,8.0,BAJA
201208.0,SCHR,D,60.0,BAJA
201208.0,SCIC,D,127.0,MEDIA
201208.0,SCIE,D,1459.0,MUY ALTA
201208.0,SCIE,I,1.0,BAJA
201208.0,SCIP,D,62.0,BAJA
201208.0,SCIP,I,26.0,BAJA
201208.0,SCJO,D,427.0,MEDIA
201208.0,SCLC,D,726.0,ALTA
201208.0,SCLL,D,79.0,BAJA
201208.0,SCMK,D,497.0,MEDIA
202301.0,SCNC,D,194.0,MEDIA
201208.0,SCNT,D,174.0,MEDIA
201208.0,SCON,D,140.0,MEDIA
201208.0,SCPF,D,1207.0,MUY ALTA
201208.0,SCRD,D,815.0,ALTA
201208.0,SCSE,D,1038.0,MUY ALTA
201208.0,SCSE,I,6.0,BAJA
201208.0,SCSN,D,544.0,ALTA
201208.0,SCTB,D,3615.0,MUY ALTA
201208.0,SCEL,D,1017.0,MUY ALTA
201208.0,SCTE,D,1123.0,MUY ALTA
201208.0,SCTE,I,1.0,BAJA
201208.0,SCVD,D,141.0,MEDIA
201208.0,SCVM,D,1082.0,MUY ALTA
201208.0,SCVM,I,3.0,BAJA
201209.0,SCAR,D,458.0,MEDIA
201209.0,SCAR,I,91.0,BAJA
202301.0,SCAS,D,2.0,BAJA
201209.0,SCAT,D,1137.0,MUY ALTA
201209.0,SCBA,D,340.0,MEDIA
201209.0,SCCC,D,2.0,BAJA
201209.0,SCCF,D,866.0,ALTA
201209.0,SCEL,I,6.0,BAJA
202301.0,SCCH,D,826.0,ALTA
201209.0,SCCI,D,848.0,ALTA
201209.0,SCCI,I,23.0,BAJA
201209.0,SCCY,D,225.0,MEDIA
201209.0,SCDA,D,1422.0,MUY ALTA
201209.0,SCDA,I,75.0,BAJA
201209.0,SCEL,D,5973.0,MUY ALTA
201209.0,SCEL,I,4187.0,MUY ALTA
202301.0,SCES,D,94.0,BAJA
201209.0,SCEL,D,1875.0,MUY ALTA
201209.0,SCFA,I,28.0,BAJA
201209.0,SCFM,D,144.0,MEDIA
201209.0,SCFT,D,4.0,BAJA
201209.0,SCGE,D,348.0,MEDIA
201209.0,SCEL,D,2.0,BAJA
201209.0,SCGZ,D,74.0,BAJA
201209.0,SCGZ,I,2.0,BAJA
201209.0,SCHR,D,16.0,BAJA
201209.0,SCIC,D,272.0,MEDIA
201209.0,SCIE,D,1485.0,MUY ALTA
201209.0,SCIP,D,65.0,BAJA
201209.0,SCIP,I,29.0,BAJA
201209.0,SCJO,D,471.0,MEDIA
201209.0,SCLC,D,701.0,ALTA
201209.0,SCLL,D,37.0,BAJA
201209.0,SCMK,D,411.0,MEDIA
201209.0,SCNC,D,170.0,MEDIA
201209.0,SCNT,D,11.0,BAJA
201209.0,SCNT,I,1.0,BAJA
201209.0,SCON,D,94.0,BAJA
201209.0,SCPF,D,1182.0,MUY ALTA
NAN,SCRD,D,622.0,ALTA
201209.0,SCSE,D,986.0,ALTA
201209.0,SCSE,I,2.0,BAJA
201209.0,SCSN,D,255.0,MEDIA
201209.0,SCTB,D,3141.0,MUY ALTA
201209.0,SCTC,D,1001.0,MUY ALTA
201209.0,SCTE,D,1132.0,MUY ALTA
201209.0,SCTE,I,3.0,BAJA
202301.0,SCVD,D,139.0,MEDIA
201209.0,SCVM,D,896.0,ALTA
201209.0,SCVM,I,8.0,BAJA
201210.0,SCAP,D,5.0,BAJA
201210.0,SCAR,D,174.0,MEDIA
201210.0,SCAR,I,120.0,MEDIA
201210.0,SCAS,D,37.0,BAJA
201210.0,SCAT,D,1689.0,MUY ALTA
201210.0,SCBA,D,291.0,MEDIA
202301.0,SCBA,I,3.0,BAJA
201210.0,SCCF,D,1016.0,MUY ALTA
201210.0,SCCF,I,5.0,BAJA
201210.0,SCCH,D,706.0,ALTA
201210.0,SCCH,I,6.0,BAJA
201210.0,SCCI,D,808.0,ALTA
201210.0,SCCI,I,43.0,BAJA
201210.0,SCCY,D,240.0,MEDIA
201210.0,SCEL,D,1550.0,MUY ALTA
201210.0,SCDA,I,81.0,BAJA
201210.0,SCEL,D,174.0,MEDIA
201210.0,SCEL,I,4359.0,MUY ALTA
201210.0,SCES,D,81.0,BAJA
201210.0,SCEL,D,1855.0,MUY ALTA
201210.0,SCFA,I,30.0,BAJA
201210.0,SCFM,D,190.0,MEDIA
201210.0,SCFT,D,4.0,BAJA
201210.0,SCGE,D,247.0,MEDIA
201210.0,SCGZ,D,122.0,MEDIA
201210.0,SCGZ,D,14.0,BAJA
201210.0,SCHR,D,56.0,BAJA
201210.0,SCIC,D,179.0,MEDIA
201210.0,SCIE,D,2048.0,MUY ALTA
201210.0,SCIE,I,174.0,MEDIA
201210.0,SCIP,D,64.0,BAJA
201210.0,SCIP,I,30.0,BAJA
201210.0,SCJO,D,491.0,MEDIA
201210.0,SCLC,D,778.0,ALTA
201210.0,SCLL,D,62.0,BAJA
201210.0,SCMK,D,457.0,MEDIA
201210.0,SCNC,D,238.0,MEDIA
201210.0,SCNT,D,19.0,BAJA
201210.0,SCNT,I,2.0,BAJA
201210.0,SCON,D,154.0,MEDIA
202301.0,SCPF,D,1767.0,MUY ALTA
201210.0,SCRD,D,683.0,ALTA
201210.0,SCSE,D,1237.0,MUY ALTA
201210.0,SCSE,I,10.0,BAJA
201210.0,SCSN,D,648.0,ALTA
201210.0,SCTB,D,3761.0,MUY ALTA
201210.0,SCTC,D,1411.0,MUY ALTA
201210.0,SCEL,I,9.0,BAJA
201210.0,SCTE,D,1177.0,MUY ALTA
201210.0,SCTE,I,22.0,BAJA
201210.0,SCVD,D,187.0,MEDIA
201210.0,SCVM,D,1258.0,MUY ALTA
201210.0,SCVM,I,5.0,BAJA
201211.0,SCAP,D,8.0,BAJA
201211.0,SCAR,D,513.0,ALTA
201211.0,SCAR,I,91.0,BAJA
201211.0,SCAS,D,4.0,BAJA
202301.0,SCAT,D,939.0,ALTA
201211.0,SCAT,I,5.0,BAJA
201211.0,SCBA,D,174.0,MEDIA
201211.0,SCEL,D,4.0,BAJA
201211.0,SCCF,D,1028.0,MUY ALTA
201211.0,SCCF,I,7.0,BAJA
201211.0,SCCH,D,1742.0,MUY ALTA
201211.0,SCCI,D,969.0,ALTA
201211.0,SCCI,I,39.0,BAJA
201211.0,SCCY,D,366.0,MEDIA
201211.0,SCDA,D,1571.0,MUY ALTA
201211.0,SCDA,I,73.0,BAJA
201211.0,SCEL,D,174.0,MEDIA
201211.0,SCEL,I,4381.0,MUY ALTA
201211.0,SCES,D,87.0,BAJA
201211.0,SCFA,D,1802.0,MUY ALTA
201211.0,SCEL,I,32.0,BAJA
201211.0,SCFM,D,160.0,MEDIA
201211.0,SCFT,D,10.0,BAJA
201211.0,SCGE,D,175.0,MEDIA
201211.0,SCGE,I,1.0,BAJA
201211.0,SCGZ,D,126.0,MEDIA
201211.0,SCGZ,I,6.0,BAJA
201211.0,SCHR,D,131.0,MEDIA
201211.0,SCIC,D,224.0,MEDIA
201211.0,SCIE,D,1871.0,MUY ALTA
201211.0,SCIE,I,3.0,BAJA
202301.0,SCIP,D,59.0,BAJA
201211.0,SCIP,I,27.0,BAJA
201211.0,SCJO,D,281.0,MEDIA
201211.0,SCLC,D,1396.0,MUY ALTA
201211.0,SCLL,D,55.0,BAJA
201211.0,SCMK,D,490.0,MEDIA
201211.0,SCNC,D,214.0,MEDIA
201211.0,SCNT,D,80.0,BAJA
201211.0,SCNT,I,11.0,BAJA
201211.0,SCON,D,97.0,BAJA
201211.0,SCPF,D,1522.0,MUY ALTA
201211.0,SCPQ,D,66.0,BAJA
201211.0,SCRD,D,1327.0,MUY ALTA
201211.0,SCSE,D,1162.0,MUY ALTA
201211.0,SCSE,D,9.0,BAJA
201211.0,SCSN,D,828.0,ALTA
201211.0,SCTB,D,4242.0,MUY ALTA
201211.0,SCTC,D,1770.0,MUY ALTA
201211.0,SCTE,D,1310.0,MUY ALTA
201211.0,SCTE,I,6.0,BAJA
201211.0,SCVD,D,177.0,MEDIA
201211.0,SCVM,D,954.0,ALTA
201211.0,SCVM,I,8.0,BAJA
201212.0,SCAP,D,3.0,BAJA
201212.0,SCAR,NAN,525.0,ALTA
201212.0,SCAR,I,100.0,BAJA
201212.0,SCAS,D,4.0,BAJA
201212.0,SCAT,D,684.0,ALTA
201212.0,SCBA,D,318.0,MEDIA
201212.0,SCCC,D,6.0,BAJA
201212.0,SCCF,D,1016.0,MUY ALTA
201212.0,SCCF,I,4.0,BAJA
202301.0,SCCH,D,2618.0,MUY ALTA
201212.0,SCCI,D,1030.0,MUY ALTA
201212.0,SCCI,I,34.0,BAJA
201212.0,SCCY,D,299.0,MEDIA
201212.0,SCDA,D,1726.0,MUY ALTA
201212.0,SCDA,I,74.0,BAJA
201212.0,SCEL,D,174.0,MEDIA
201212.0,SCEL,I,4859.0,MUY ALTA
201212.0,SCES,D,62.0,BAJA
201212.0,SCFA,D,1711.0,MUY ALTA
201212.0,SCFA,I,37.0,BAJA
201212.0,SCFM,D,182.0,MEDIA
201212.0,SCGE,D,248.0,MEDIA
201212.0,SCGZ,D,128.0,MEDIA
201212.0,SCGZ,I,10.0,BAJA
201212.0,SCHR,D,9.0,BAJA
201212.0,SCIC,D,371.0,MEDIA
201212.0,SCIE,D,1750.0,MUY ALTA
201212.0,SCIE,I,2.0,BAJA
201212.0,SCIP,D,66.0,BAJA
201212.0,SCIP,I,28.0,BAJA
201212.0,SCJO,D,374.0,MEDIA
201212.0,SCLC,D,1522.0,MUY ALTA
201212.0,SCLC,I,6.0,BAJA
201212.0,SCLL,D,47.0,BAJA
201212.0,SCMK,D,429.0,MEDIA
201212.0,SCNC,D,234.0,MEDIA
201212.0,SCNT,D,68.0,BAJA
201212.0,SCNT,I,10.0,BAJA
201212.0,SCON,D,98.0,BAJA
201212.0,SCPF,D,1336.0,MUY ALTA
201212.0,SCPQ,D,51.0,BAJA
201212.0,SCEL,D,1178.0,MUY ALTA
201212.0,SCRM,D,29.0,BAJA
201212.0,SCRM,I,1.0,BAJA
201212.0,SCSE,D,1672.0,MUY ALTA
NAN,SCSE,I,10.0,BAJA
201212.0,SCSN,D,980.0,ALTA
201212.0,SCTB,D,4415.0,MUY ALTA
201212.0,SCTC,D,1057.0,MUY ALTA
201212.0,SCTC,I,1.0,BAJA
202301.0,SCTE,D,1564.0,MUY ALTA
201212.0,SCTE,I,8.0,BAJA
201212.0,SCVD,D,141.0,MEDIA
201212.0,SCVM,D,1428.0,MUY ALTA
201212.0,SCVM,I,4.0,BAJA
201301.0,SCAP,D,19.0,BAJA
201301.0,SCAR,D,618.0,ALTA
201301.0,SCAR,I,174.0,MEDIA
201301.0,SCAS,D,7.0,BAJA
201301.0,SCAT,D,1134.0,MUY ALTA
201301.0,SCAT,I,23.0,BAJA
201301.0,SCBA,D,398.0,MEDIA
201301.0,SCBA,I,6.0,BAJA
201301.0,SCCC,D,3.0,BAJA
202301.0,SCCF,D,1112.0,MUY ALTA
201301.0,SCCF,I,24.0,BAJA
201301.0,SCCH,D,2799.0,MUY ALTA
201301.0,SCCI,D,1199.0,MUY ALTA
201301.0,SCCI,I,49.0,BAJA
201301.0,SCCY,D,266.0,MEDIA
201301.0,SCDA,D,2081.0,MUY ALTA
201301.0,SCDA,I,85.0,BAJA
201301.0,SCEL,D,7552.0,MUY ALTA
201301.0,SCEL,I,4898.0,MUY ALTA
201301.0,SCES,D,56.0,BAJA
201301.0,SCFA,D,1902.0,MUY ALTA
201301.0,SCFA,I,37.0,BAJA
201301.0,SCFM,D,187.0,MEDIA
201301.0,SCFT,D,3.0,BAJA
201301.0,SCGE,D,294.0,MEDIA
201301.0,SCGZ,D,167.0,MEDIA
201301.0,SCGZ,I,25.0,BAJA
201301.0,SCEL,D,33.0,BAJA
201301.0,SCIC,D,298.0,MEDIA
201301.0,SCIE,D,1383.0,MUY ALTA
201301.0,SCIE,I,9.0,BAJA
201301.0,SCIP,D,84.0,BAJA
201301.0,SCIP,I,33.0,BAJA
201301.0,SCJO,D,416.0,MEDIA
201301.0,SCLC,D,2117.0,MUY ALTA
201301.0,SCLL,D,71.0,BAJA
201301.0,SCMK,D,471.0,MEDIA
201301.0,SCNC,D,256.0,MEDIA
201301.0,SCNT,D,70.0,BAJA
201301.0,SCNT,I,2.0,BAJA
201301.0,SCON,D,154.0,MEDIA
201301.0,SCPC,D,58.0,BAJA
201301.0,SCPF,D,1812.0,MUY ALTA
202301.0,SCPQ,D,57.0,BAJA
201301.0,SCRD,D,1264.0,MUY ALTA
201301.0,SCRM,D,44.0,BAJA
201301.0,SCSE,D,1214.0,MUY ALTA
201301.0,SCSE,I,16.0,BAJA
201301.0,SCSN,D,618.0,ALTA
201301.0,SCTB,D,4295.0,MUY ALTA
201301.0,SCTE,D,1828.0,MUY ALTA
201301.0,SCTE,I,17.0,BAJA
201301.0,SCVD,D,181.0,MEDIA
201301.0,SCVM,D,1093.0,MUY ALTA
201301.0,SCVM,I,174.0,MEDIA
201302.0,SCAP,D,12.0,BAJA
201302.0,SCAR,D,544.0,ALTA
201302.0,SCAR,I,106.0,MEDIA
201302.0,SCAS,D,15.0,BAJA
201302.0,SCAT,D,697.0,ALTA
201302.0,SCAT,I,2.0,BAJA
201302.0,SCBA,D,356.0,MEDIA
201302.0,SCBA,I,2.0,BAJA
201302.0,SCCC,D,4.0,BAJA
201302.0,SCCF,D,1007.0,MUY ALTA
201302.0,SCCF,I,2.0,BAJA
201302.0,SCCH,D,2163.0,MUY ALTA
201302.0,SCCI,D,1065.0,MUY ALTA
201302.0,SCCI,I,45.0,BAJA
201302.0,SCCY,D,249.0,MEDIA
201302.0,SCDA,D,1697.0,MUY ALTA
201302.0,SCDA,I,77.0,BAJA
201302.0,SCEL,D,6713.0,MUY ALTA
201302.0,SCEL,I,4478.0,MUY ALTA
201302.0,SCES,D,174.0,MEDIA
201302.0,SCFA,D,1646.0,MUY ALTA
202301.0,SCFA,I,29.0,BAJA
201302.0,SCFM,D,158.0,MEDIA
201302.0,SCFT,D,7.0,BAJA
201302.0,SCGE,D,256.0,MEDIA
201302.0,SCGZ,D,174.0,MEDIA
201302.0,SCGZ,I,12.0,BAJA
201302.0,SCHR,D,46.0,BAJA
201302.0,SCIC,D,280.0,MEDIA
201302.0,SCIE,D,1230.0,MUY ALTA
201302.0,SCIE,I,3.0,BAJA
202301.0,SCIP,D,93.0,BAJA
201302.0,SCIP,I,30.0,BAJA
201302.0,SCJO,D,347.0,MEDIA
201302.0,SCJO,I,2.0,BAJA
201302.0,SCLC,D,665.0,ALTA
201302.0,SCLL,D,59.0,BAJA
201302.0,SCMK,D,473.0,MEDIA
201302.0,SCNC,D,228.0,MEDIA
201302.0,SCEL,D,85.0,BAJA
201302.0,SCNT,I,2.0,BAJA
201302.0,SCON,D,161.0,MEDIA
201302.0,SCPC,D,109.0,MEDIA
201302.0,SCPC,I,26.0,BAJA
201302.0,SCPF,D,1771.0,MUY ALTA
201302.0,SCPQ,D,50.0,BAJA
201302.0,SCRD,D,1604.0,MUY ALTA
201302.0,SCRM,D,50.0,BAJA
201302.0,SCSE,D,1117.0,MUY ALTA
201302.0,SCSE,I,5.0,BAJA
202301.0,SCSN,D,672.0,ALTA
201302.0,SCTB,D,3508.0,MUY ALTA
201302.0,SCTC,D,1261.0,MUY ALTA
201302.0,SCTC,I,3.0,BAJA
201302.0,SCTE,D,1765.0,MUY ALTA
201302.0,SCTE,I,12.0,BAJA
201302.0,SCVD,D,215.0,MEDIA
202301.0,SCEL,D,913.0,ALTA
201302.0,SCVM,I,4.0,BAJA
201303.0,SCEL,D,6.0,BAJA
201303.0,SCAR,D,445.0,MEDIA
201303.0,SCAR,I,111.0,MEDIA
201303.0,SCAS,D,9.0,BAJA
202301.0,SCAT,D,730.0,ALTA
201303.0,SCAT,I,1.0,BAJA
201303.0,SCBA,D,316.0,MEDIA
201303.0,SCBA,I,2.0,BAJA
201303.0,SCCC,D,6.0,BAJA
201303.0,SCCF,D,1125.0,MUY ALTA
201303.0,SCCF,I,13.0,BAJA
201303.0,SCCH,D,2628.0,MUY ALTA
201303.0,SCCI,D,852.0,ALTA
201303.0,SCCI,I,28.0,BAJA
201303.0,SCCY,D,252.0,MEDIA
201303.0,SCDA,D,1823.0,MUY ALTA
201303.0,SCDA,I,174.0,MEDIA
202301.0,SCEL,D,6843.0,MUY ALTA
201303.0,SCEL,I,4826.0,MUY ALTA
201303.0,SCES,D,27.0,BAJA
201303.0,SCFA,D,1777.0,MUY ALTA
201303.0,SCFA,I,28.0,BAJA
201303.0,SCFM,D,170.0,MEDIA
201303.0,SCFT,D,6.0,BAJA
201303.0,SCGE,D,230.0,MEDIA
201303.0,SCGZ,D,109.0,MEDIA
201303.0,SCEL,D,3.0,BAJA
201303.0,SCHR,D,33.0,BAJA
201303.0,SCIC,D,313.0,MEDIA
201303.0,SCIE,D,1689.0,MUY ALTA
201303.0,SCIP,D,65.0,BAJA
201303.0,SCIP,I,13.0,BAJA
201303.0,SCJO,D,425.0,MEDIA
201303.0,SCLC,D,1077.0,MUY ALTA
201303.0,SCLL,D,58.0,BAJA
201303.0,SCMK,D,469.0,MEDIA
201303.0,SCNC,D,239.0,MEDIA
201303.0,SCNT,D,66.0,BAJA
201303.0,SCNT,I,3.0,BAJA
201303.0,SCON,D,138.0,MEDIA
201303.0,SCPF,D,1899.0,MUY ALTA
201303.0,SCPQ,D,61.0,BAJA
201303.0,SCRD,D,1340.0,MUY ALTA
201303.0,SCRM,D,10.0,BAJA
201303.0,SCSE,D,956.0,ALTA
201303.0,SCSE,I,2.0,BAJA
201303.0,SCSN,D,830.0,ALTA
201303.0,SCEL,D,4169.0,MUY ALTA
201303.0,SCTC,D,997.0,ALTA
201303.0,SCTE,D,1556.0,MUY ALTA
201303.0,SCTE,I,8.0,BAJA
201303.0,SCVD,D,82.0,BAJA
201303.0,SCVM,D,1110.0,MUY ALTA
201303.0,SCVM,I,7.0,BAJA
201304.0,SCAR,D,421.0,MEDIA
201304.0,SCEL,I,97.0,BAJA
201304.0,SCAS,D,11.0,BAJA
201304.0,SCAT,D,712.0,ALTA
201304.0,SCBA,D,289.0,MEDIA
201304.0,SCBA,I,1.0,BAJA
201304.0,SCCC,D,10.0,BAJA
201304.0,SCCF,D,1202.0,MUY ALTA
201304.0,SCCF,I,3.0,BAJA
201304.0,SCCH,D,1537.0,MUY ALTA
201304.0,SCEL,D,742.0,ALTA
201304.0,SCCI,I,16.0,BAJA
201304.0,SCEL,D,245.0,MEDIA
201304.0,SCDA,D,1466.0,MUY ALTA
201304.0,SCDA,I,438.0,MEDIA
202301.0,SCEL,D,6609.0,MUY ALTA
201304.0,SCEL,I,4217.0,MUY ALTA
201304.0,SCES,D,174.0,MEDIA
201304.0,SCFA,D,174.0,MEDIA
201304.0,SCFA,I,30.0,BAJA
201304.0,SCFM,D,183.0,MEDIA
201304.0,SCFT,D,10.0,BAJA
201304.0,SCGE,D,341.0,MEDIA
201304.0,SCGE,I,12.0,BAJA
201304.0,SCGZ,D,79.0,BAJA
201304.0,SCGZ,I,10.0,BAJA
201304.0,SCHR,D,174.0,MEDIA
201304.0,SCIC,D,246.0,MEDIA
201304.0,SCIE,D,1555.0,MUY ALTA
201304.0,SCIE,I,6.0,BAJA
201304.0,SCIP,D,60.0,BAJA
201304.0,SCIP,I,15.0,BAJA
201304.0,SCJO,D,400.0,MEDIA
201304.0,SCEL,D,753.0,ALTA
201304.0,SCLL,D,63.0,BAJA
201304.0,SCMK,D,474.0,MEDIA
201304.0,SCNC,D,173.0,MEDIA
201304.0,SCNT,D,14.0,BAJA
201304.0,SCNT,I,2.0,BAJA
201304.0,SCON,D,160.0,MEDIA
201304.0,SCPF,D,1512.0,MUY ALTA
201304.0,SCPQ,D,46.0,BAJA
201304.0,SCRD,D,879.0,ALTA
201304.0,SCRM,D,2.0,BAJA
201304.0,SCSE,D,1040.0,MUY ALTA
201304.0,SCSN,D,578.0,ALTA
201304.0,SCTB,D,3843.0,MUY ALTA
201304.0,SCTC,D,861.0,ALTA
201304.0,SCTC,I,2.0,BAJA
201304.0,SCTE,D,1326.0,MUY ALTA
201304.0,SCTE,I,5.0,BAJA
